"","X","V1","s","a","b","z","o","w","p","m","n","DenExp","DenExp2","DenExp3","DenExp4","logLik","AIC"
"719",719,1,1645,0.8,1.1,0.5,1.2,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14988.0023485559,30020.0046971118
"720",720,1,1646,0.9,1.1,0.5,1.2,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14987.3892768706,30018.7785537412
"721",721,1,1647,0.8,1.2,0.5,1.2,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14989.3965150151,30022.7930300302
"722",722,1,1648,0.9,1.2,0.5,1.2,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14987.66375607,30019.32751214
"723",723,1,1649,0.8,1.1,0.7,1.1,0.3,0.8,0.1,0.6,0.2,0.3,0.2,0.2,-14998.7937103521,30041.5874207042
"724",724,1,165,0.8,1.1,0.5,1.1,0.1,1,0,1,0.3,0.3,0.2,0.2,-14987.3324440491,30018.6648880982
"725",725,1,1650,0.9,1.1,0.7,1.1,0.3,0.8,0.1,0.6,0.2,0.3,0.2,0.2,-14999.3370915008,30042.6741830015
"726",726,1,1651,0.8,1.2,0.7,1.1,0.3,0.8,0.1,0.6,0.2,0.3,0.2,0.2,-14998.095593483,30040.1911869661
"727",727,1,1652,0.9,1.2,0.7,1.1,0.3,0.8,0.1,0.6,0.2,0.3,0.2,0.2,-14997.4615996029,30038.9231992058
"728",728,1,1653,0.8,1.1,0.7,1.1,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14994.259922329,30032.5198446579
"729",729,1,1654,0.9,1.1,0.7,1.1,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14994.4800640538,30032.9601281077
"730",730,1,1655,0.8,1.2,0.7,1.1,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14995.3616560004,30034.7233120008
"731",731,1,1656,0.9,1.2,0.7,1.1,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14994.4913203324,30032.9826406647
"732",732,1,1657,0.8,1.1,0.7,1.2,0.3,0.8,0.1,0.6,0.2,0.3,0.2,0.2,-14997.6956321013,30039.3912642025
"733",733,1,1658,0.9,1.1,0.7,1.2,0.3,0.8,0.1,0.6,0.2,0.3,0.2,0.2,-14998.3456756128,30040.6913512255
"734",734,1,1659,0.8,1.2,0.7,1.2,0.3,0.8,0.1,0.6,0.2,0.3,0.2,0.2,-14996.8641339329,30037.7282678658
"735",735,1,166,0.9,1.1,0.5,1.1,0.1,1,0,1,0.3,0.3,0.2,0.2,-14985.9994966102,30015.9989932205
"736",736,1,1660,0.9,1.2,0.7,1.2,0.3,0.8,0.1,0.6,0.2,0.3,0.2,0.2,-14996.3381382212,30036.6762764424
"737",737,1,1661,0.8,1.1,0.7,1.2,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14993.2528821994,30030.5057643988
"738",738,1,1662,0.9,1.1,0.7,1.2,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14993.5856881433,30031.1713762867
"739",739,1,1663,0.8,1.2,0.7,1.2,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14994.2173960237,30032.4347920475
"740",740,1,1664,0.9,1.2,0.7,1.2,0.3,0.8,0.1,0.6,0.3,0.3,0.2,0.2,-14993.446084519,30030.8921690381
"741",741,1,1665,0.8,1.1,0.5,1.1,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14990.2308429834,30024.4616859668
"742",742,1,1666,0.9,1.1,0.5,1.1,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14989.8578824028,30023.7157648057
"743",743,1,1667,0.8,1.2,0.5,1.1,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14990.21934669,30024.43869338
"744",744,1,1668,0.9,1.2,0.5,1.1,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14988.5675347272,30021.1350694543
"745",745,1,1669,0.8,1.1,0.5,1.1,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14985.0861041824,30014.1722083649
"746",746,1,167,0.8,1.2,0.5,1.1,0.1,1,0,1,0.3,0.3,0.2,0.2,-14989.2788023001,30022.5576046001
"747",747,1,1670,0.9,1.1,0.5,1.1,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14984.2230803128,30012.4461606257
"748",748,1,1671,0.8,1.2,0.5,1.1,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14987.272773145,30018.54554629
"749",749,1,1672,0.9,1.2,0.5,1.1,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14985.0603707354,30014.1207414708
"750",750,1,1673,0.8,1.1,0.5,1.2,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14989.0833377439,30022.1666754879
"751",751,1,1674,0.9,1.1,0.5,1.2,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14988.7804222889,30021.5608445779
"752",752,1,1675,0.8,1.2,0.5,1.2,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14988.9430780962,30021.8861561925
"753",753,1,1676,0.9,1.2,0.5,1.2,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14987.3085543499,30018.6171086998
"754",754,1,1677,0.8,1.1,0.5,1.2,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14983.9831627055,30011.9663254109
"755",755,1,1678,0.9,1.1,0.5,1.2,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14983.3203438919,30010.6406877838
"756",756,1,1679,0.8,1.2,0.5,1.2,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14985.9350185287,30015.8700370574
"757",757,1,168,0.9,1.2,0.5,1.1,0.1,1,0,1,0.3,0.3,0.2,0.2,-14986.7622063413,30017.5244126826
"758",758,1,1680,0.9,1.2,0.5,1.2,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14983.9434031063,30011.8868062125
"759",759,1,1681,0.8,1.1,0.7,1.1,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14996.2296143931,30036.4592287861
"760",760,1,1682,0.9,1.1,0.7,1.1,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14996.7927145072,30037.5854290145
"761",761,1,1683,0.8,1.2,0.7,1.1,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14995.944855159,30035.8897103181
"762",762,1,1684,0.9,1.2,0.7,1.1,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14995.1915688398,30034.3831376797
"763",763,1,1685,0.8,1.1,0.7,1.1,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14991.5022707426,30027.0045414852
"764",764,1,1686,0.9,1.1,0.7,1.1,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14991.576299095,30027.1525981901
"765",765,1,1687,0.8,1.2,0.7,1.1,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14993.1194354779,30030.2388709559
"766",766,1,1688,0.9,1.2,0.7,1.1,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14991.9501143355,30027.9002286709
"767",767,1,1689,0.8,1.1,0.7,1.2,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14994.8514380947,30033.7028761894
"768",768,1,169,0.8,1.1,0.5,1.2,0.1,1,0,1,0.2,0.3,0.2,0.2,-14991.8125689916,30027.6251379833
"769",769,1,1690,0.9,1.1,0.7,1.2,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14995.5062188963,30035.0124377926
"770",770,1,1691,0.8,1.2,0.7,1.2,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14994.4545471919,30032.9090943839
"771",771,1,1692,0.9,1.2,0.7,1.2,0.1,1,0.1,0.6,0.2,0.1,0.2,0.2,-14993.7896346976,30031.5792693952
"772",772,1,1693,0.8,1.1,0.7,1.2,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14990.21060139,30024.4212027801
"773",773,1,1694,0.9,1.1,0.7,1.2,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14990.392575303,30024.7851506061
"774",774,1,1695,0.8,1.2,0.7,1.2,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14991.7091863415,30027.418372683
"775",775,1,1696,0.9,1.2,0.7,1.2,0.1,1,0.1,0.6,0.3,0.1,0.2,0.2,-14990.6349699245,30025.2699398491
"776",776,1,1697,0.8,1.1,0.5,1.1,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14990.7866024348,30025.5732048696
"777",777,1,1698,0.9,1.1,0.5,1.1,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14990.2928327152,30024.5856654305
"778",778,1,1699,0.8,1.2,0.5,1.1,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14990.8424789437,30025.6849578874
"779",779,1,17,0.8,1.1,0.7,1.1,0.1,0.8,0,1,0.2,0.1,0.2,0.2,-15002.6246121649,30049.2492243298
"780",780,1,170,0.9,1.1,0.5,1.2,0.1,1,0,1,0.2,0.3,0.2,0.2,-14991.415048154,30026.8300963081
"781",781,1,1700,0.9,1.2,0.5,1.1,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14989.0874138696,30022.1748277392
"782",782,1,1701,0.8,1.1,0.5,1.1,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14985.7159327831,30015.4318655662
"783",783,1,1702,0.9,1.1,0.5,1.1,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14984.7389568064,30013.4779136129
"784",784,1,1703,0.8,1.2,0.5,1.1,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14987.9411321185,30019.882264237
"785",785,1,1704,0.9,1.2,0.5,1.1,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14985.6482851163,30015.2965702326
"786",786,1,1705,0.8,1.1,0.5,1.2,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14990.070866905,30024.14173381
"787",787,1,1706,0.9,1.1,0.5,1.2,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14989.6976145967,30023.3952291933
"788",788,1,1707,0.8,1.2,0.5,1.2,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14989.9353076666,30023.8706153331
"789",789,1,1708,0.9,1.2,0.5,1.2,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14988.2539283354,30020.5078566708
"790",790,1,1709,0.8,1.1,0.5,1.2,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14985.0209799964,30014.0419599928
"791",791,1,171,0.8,1.2,0.5,1.2,0.1,1,0,1,0.2,0.3,0.2,0.2,-14991.5159352664,30027.0318705328
"792",792,1,1710,0.9,1.1,0.5,1.2,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14984.2997484318,30012.5994968637
"793",793,1,1711,0.8,1.2,0.5,1.2,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14986.941929955,30017.8838599101
"794",794,1,1712,0.9,1.2,0.5,1.2,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14984.9272212235,30013.8544424471
"795",795,1,1713,0.8,1.1,0.7,1.1,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14996.242882873,30036.4857657459
"796",796,1,1714,0.9,1.1,0.7,1.1,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14996.7743054267,30037.5486108535
"797",797,1,1715,0.8,1.2,0.7,1.1,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14995.9372016312,30035.8744032623
"798",798,1,1716,0.9,1.2,0.7,1.1,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14995.1667645284,30034.3335290567
"799",799,1,1717,0.8,1.1,0.7,1.1,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14991.5267363751,30027.0534727501
"800",800,1,1718,0.9,1.1,0.7,1.1,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14991.5833264187,30027.1666528373
"801",801,1,1719,0.8,1.2,0.7,1.1,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14993.1056251272,30030.2112502544
"802",802,1,172,0.9,1.2,0.5,1.2,0.1,1,0,1,0.2,0.3,0.2,0.2,-14989.8538688563,30023.7077377126
"803",803,1,1720,0.9,1.2,0.7,1.1,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14991.9347661831,30027.8695323661
"804",804,1,1721,0.8,1.1,0.7,1.2,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14995.2016173854,30034.4032347709
"805",805,1,1722,0.9,1.1,0.7,1.2,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14995.8406517558,30035.6813035116
"806",806,1,1723,0.8,1.2,0.7,1.2,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14994.7442980331,30033.4885960661
"807",807,1,1724,0.9,1.2,0.7,1.2,0.1,1,0.1,0.6,0.2,0.3,0.2,0.2,-14994.0840301863,30032.1680603725
"808",808,1,1725,0.8,1.1,0.7,1.2,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14990.5562171341,30025.1124342682
"809",809,1,1726,0.9,1.1,0.7,1.2,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14990.739702918,30025.479405836
"810",810,1,1727,0.8,1.2,0.7,1.2,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14991.9709041155,30027.9418082309
"811",811,1,1728,0.9,1.2,0.7,1.2,0.1,1,0.1,0.6,0.3,0.3,0.2,0.2,-14990.9162014552,30025.8324029105
"812",812,1,1729,0.8,1.1,0.5,1.1,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14986.587642951,30017.1752859019
"813",813,1,173,0.8,1.1,0.5,1.2,0.1,1,0,1,0.3,0.3,0.2,0.2,-14986.6608455065,30017.3216910131
"814",814,1,1730,0.9,1.1,0.5,1.1,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14985.8255468118,30015.6510936236
"815",815,1,1731,0.8,1.2,0.5,1.1,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14986.3581002891,30016.7162005783
"816",816,1,1732,0.9,1.2,0.5,1.1,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14984.4091565117,30012.8183130235
"817",817,1,1733,0.8,1.1,0.5,1.1,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14981.396631019,30006.7932620379
"818",818,1,1734,0.9,1.1,0.5,1.1,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14980.396171018,30004.7923420359
"819",819,1,1735,0.8,1.2,0.5,1.1,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14983.2671389539,30010.5342779078
"820",820,1,1736,0.9,1.2,0.5,1.1,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14981.0514974765,30006.1029949531
"821",821,1,1737,0.8,1.1,0.5,1.2,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14985.3744958457,30014.7489916915
"822",822,1,1738,0.9,1.1,0.5,1.2,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14984.7769844979,30013.5539689958
"823",823,1,1739,0.8,1.2,0.5,1.2,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14985.0116467237,30014.0232934475
"824",824,1,174,0.9,1.1,0.5,1.2,0.1,1,0,1,0.3,0.3,0.2,0.2,-14985.5516095895,30015.103219179
"825",825,1,1740,0.9,1.2,0.5,1.2,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14983.1974379245,30010.3948758491
"826",826,1,1741,0.8,1.1,0.5,1.2,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14980.3135534496,30004.6271068992
"827",827,1,1742,0.9,1.1,0.5,1.2,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14979.5041688842,30003.0083377685
"828",828,1,1743,0.8,1.2,0.5,1.2,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14981.9786058454,30007.9572116909
"829",829,1,1744,0.9,1.2,0.5,1.2,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14979.9656646915,30003.9313293831
"830",830,1,1745,0.8,1.1,0.7,1.1,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14992.6032084192,30029.2064168383
"831",831,1,1746,0.9,1.1,0.7,1.1,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14992.8525364423,30029.7050728846
"832",832,1,1747,0.8,1.2,0.7,1.1,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14992.1194381024,30028.2388762047
"833",833,1,1748,0.9,1.2,0.7,1.1,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14991.1697537687,30026.3395075373
"834",834,1,1749,0.8,1.1,0.7,1.1,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14987.8838423936,30019.7676847871
"835",835,1,175,0.8,1.2,0.5,1.2,0.1,1,0,1,0.3,0.3,0.2,0.2,-14988.3970936583,30020.7941873165
"836",836,1,1750,0.9,1.1,0.7,1.1,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14987.7834234871,30019.5668469743
"837",837,1,1751,0.8,1.2,0.7,1.1,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14989.2531126408,30022.5062252815
"838",838,1,1752,0.9,1.2,0.7,1.1,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14988.0249145451,30020.0498290901
"839",839,1,1753,0.8,1.1,0.7,1.2,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14991.1775604839,30026.3551209677
"840",840,1,1754,0.9,1.1,0.7,1.2,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14991.5302706098,30027.0605412195
"841",841,1,1755,0.8,1.2,0.7,1.2,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14990.5981510366,30025.1963020733
"842",842,1,1756,0.9,1.2,0.7,1.2,0.3,1,0.1,0.6,0.2,0.1,0.2,0.2,-14989.7426962417,30023.4853924835
"843",843,1,1757,0.8,1.1,0.7,1.2,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14986.5678359664,30017.1356719329
"844",844,1,1758,0.9,1.1,0.7,1.2,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14986.5723174848,30017.1446349697
"845",845,1,1759,0.8,1.2,0.7,1.2,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14987.8378766561,30019.6757533123
"846",846,1,176,0.9,1.2,0.5,1.2,0.1,1,0,1,0.3,0.3,0.2,0.2,-14986.0486569803,30016.0973139607
"847",847,1,1760,0.9,1.2,0.7,1.2,0.3,1,0.1,0.6,0.3,0.1,0.2,0.2,-14986.69740758,30017.3948151599
"848",848,1,1761,0.8,1.1,0.5,1.1,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14987.140131073,30018.280262146
"849",849,1,1762,0.9,1.1,0.5,1.1,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14986.2567794266,30016.5135588532
"850",850,1,1763,0.8,1.2,0.5,1.1,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14986.9727116897,30017.9454233795
"851",851,1,1764,0.9,1.2,0.5,1.1,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14984.9195392685,30013.839078537
"852",852,1,1765,0.8,1.1,0.5,1.1,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14982.0064882607,30008.0129765214
"853",853,1,1766,0.9,1.1,0.5,1.1,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14980.8976772609,30005.7953545219
"854",854,1,1767,0.8,1.2,0.5,1.1,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14983.9129517126,30011.8259034251
"855",855,1,1768,0.9,1.2,0.5,1.1,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14981.6207141639,30007.2414283278
"856",856,1,1769,0.8,1.1,0.5,1.2,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14986.3328943616,30016.6657887233
"857",857,1,177,0.8,1.1,0.7,1.1,0.1,1,0,1,0.2,0.3,0.2,0.2,-14996.6563143137,30037.3126286274
"858",858,1,1770,0.9,1.1,0.5,1.2,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14985.6697183069,30015.3394366138
"859",859,1,1771,0.8,1.2,0.5,1.2,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14985.9700553446,30015.9401106892
"860",860,1,1772,0.9,1.2,0.5,1.2,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14984.1159605049,30012.2319210097
"861",861,1,1773,0.8,1.1,0.5,1.2,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14981.3121305239,30006.6242610477
"862",862,1,1774,0.9,1.1,0.5,1.2,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14980.4499377864,30004.8998755728
"863",863,1,1775,0.8,1.2,0.5,1.2,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14982.9487929324,30009.8975858649
"864",864,1,1776,0.9,1.2,0.5,1.2,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14980.9143670656,30005.8287341313
"865",865,1,1777,0.8,1.1,0.7,1.1,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14992.5765432225,30029.153086445
"866",866,1,1778,0.9,1.1,0.7,1.1,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14992.8058154866,30029.6116309733
"867",867,1,1779,0.8,1.2,0.7,1.1,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14992.0739629177,30028.1479258354
"868",868,1,178,0.9,1.1,0.7,1.1,0.1,1,0,1,0.2,0.3,0.2,0.2,-14997.0392761154,30038.0785522308
"869",869,1,1780,0.9,1.2,0.7,1.1,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14991.1153499125,30026.2306998251
"870",870,1,1781,0.8,1.1,0.7,1.1,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14987.8708081019,30019.7416162038
"871",871,1,1782,0.9,1.1,0.7,1.1,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14987.7582631666,30019.5165263333
"872",872,1,1783,0.8,1.2,0.7,1.1,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14989.2051074626,30022.4102149252
"873",873,1,1784,0.9,1.2,0.7,1.1,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14987.9780967572,30019.9561935143
"874",874,1,1785,0.8,1.1,0.7,1.2,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14991.4630355666,30026.9260711331
"875",875,1,1786,0.9,1.1,0.7,1.2,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14991.8153786748,30027.6307573497
"876",876,1,1787,0.8,1.2,0.7,1.2,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14990.8270301328,30025.6540602655
"877",877,1,1788,0.9,1.2,0.7,1.2,0.3,1,0.1,0.6,0.2,0.3,0.2,0.2,-14989.987910988,30023.975821976
"878",878,1,1789,0.8,1.1,0.7,1.2,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14986.8550547498,30017.7101094997
"879",879,1,179,0.8,1.2,0.7,1.1,0.1,1,0,1,0.2,0.3,0.2,0.2,-14996.1706463324,30036.3412926647
"880",880,1,1790,0.9,1.1,0.7,1.2,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14986.8698516538,30017.7397033077
"881",881,1,1791,0.8,1.2,0.7,1.2,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14988.0457618602,30020.0915237204
"882",882,1,1792,0.9,1.2,0.7,1.2,0.3,1,0.1,0.6,0.3,0.3,0.2,0.2,-14986.9304737223,30017.8609474446
"883",883,1,1793,0.8,1.1,0.5,1.1,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14986.4342444499,30016.8684888997
"884",884,1,1794,0.9,1.1,0.5,1.1,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14986.1383353977,30016.2766707954
"885",885,1,1795,0.8,1.2,0.5,1.1,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14986.3331104571,30016.6662209141
"886",886,1,1796,0.9,1.2,0.5,1.1,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14984.8326146372,30013.6652292744
"887",887,1,1797,0.8,1.1,0.5,1.1,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14982.137272881,30008.2745457621
"888",888,1,1798,0.9,1.1,0.5,1.1,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14980.6488675234,30005.2977350467
"889",889,1,1799,0.8,1.2,0.5,1.1,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14984.1293412618,30012.2586825236
"890",890,1,18,0.9,1.1,0.7,1.1,0.1,0.8,0,1,0.2,0.1,0.2,0.2,-15003.3967951839,30050.7935903679
"891",891,1,180,0.9,1.2,0.7,1.1,0.1,1,0,1,0.2,0.3,0.2,0.2,-14995.2782120902,30034.5564241805
"892",892,1,1800,0.9,1.2,0.5,1.1,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14981.6763648361,30007.3527296722
"893",893,1,1801,0.8,1.1,0.5,1.2,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14985.5351251716,30015.0702503431
"894",894,1,1802,0.9,1.1,0.5,1.2,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14985.0925543569,30014.1851087138
"895",895,1,1803,0.8,1.2,0.5,1.2,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14985.2759061244,30014.5518122488
"896",896,1,1804,0.9,1.2,0.5,1.2,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14983.6203824343,30011.2407648686
"897",897,1,1805,0.8,1.1,0.5,1.2,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14981.1968049524,30006.3936099047
"898",898,1,1806,0.9,1.1,0.5,1.2,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14979.8422249593,30003.6844499186
"899",899,1,1807,0.8,1.2,0.5,1.2,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14983.1104246982,30010.2208493964
"900",900,1,1808,0.9,1.2,0.5,1.2,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14980.4600246168,30004.9200492337
"901",901,1,1809,0.8,1.1,0.7,1.1,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14992.8714648526,30029.7429297052
"902",902,1,181,0.8,1.1,0.7,1.1,0.1,1,0,1,0.3,0.3,0.2,0.2,-14991.6810518592,30027.3621037183
"903",903,1,1810,0.9,1.1,0.7,1.1,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14992.9175882731,30029.8351765463
"904",904,1,1811,0.8,1.2,0.7,1.1,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14992.4952087539,30028.9904175077
"905",905,1,1812,0.9,1.2,0.7,1.1,0.1,0.8,0.1,0.6,0.2,0.1,0.3,0.2,-14991.3035051161,30026.6070102322
"906",906,1,1813,0.8,1.1,0.7,1.1,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14988.6860951173,30021.3721902347
"907",907,1,1814,0.9,1.1,0.7,1.1,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14987.989166396,30019.9783327921
"908",908,1,1815,0.8,1.2,0.7,1.1,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14990.165772832,30024.331545664
"909",909,1,1816,0.9,1.2,0.7,1.1,0.1,0.8,0.1,0.6,0.3,0.1,0.3,0.2,-14988.3806411166,30020.7612822332
